PGT21_026764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_000108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_036561	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_022148	1.237509	5.95425	0.0	4.46379833333	0.0	0.231717333333	0.343264666667	0.528071666667
PGT21_021180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_026905	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_008884	0.285707666667	4.223418	0.0	0.0	0.0	0.0770776666667	0.146378	0.064532
PGT21_026130	14.269072	0.0	0.0	0.0	0.0	1.73219766667	0.460294666667	1.280237
PGT21_021438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_015590	0.896012666667	0.255222	0.0	0.0	0.0	1.22141733333	0.450739666667	0.357286
PGT21_027680	12.8317413333	16.5424933333	0.0	6.16141566667	7.39267233333	11.3881423333	11.4108806667	13.454025
PGT21_037132	1.73594433333	0.902339	0.0	0.952640666667	4.36311233333	1.83700033333	1.67665833333	1.18009
PGT21_031232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_004860	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_006333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_018377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_006453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_022085	0.519107	0.0	0.0	0.0	0.0	0.0	0.0	0.188663333333
PGT21_024548	9.40162366667	11.9899896667	0.0	0.0	0.0	13.3540663333	17.937133	10.0178153333
PGT21_003330	14.0590933333	6.08445	9.46249166667	16.5624363333	17.239848	18.78439	17.7864223333	13.850062
PGT21_033697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_030148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_027213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_010102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_014883	4.671014	2.72672666667	18.2114076667	0.0	4.03248566667	1.51952933333	1.83203	5.44734066667
PGT21_024052	0.152715	0.582804	0.0	0.0	0.0	0.0	0.0	2.46262033333
PGT21_024668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_007654	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_022142	1.102709	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_034086	3.38082466667	2.09837433333	7.71694666667	2.02550733333	1.37444133333	3.24557766667	3.5289	4.209374
PGT21_007266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_005720	1.409079	4.099347	0.0	0.0	0.0	0.0	0.0	0.282095
PGT21_012849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_001736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_019377	0.852471333333	0.0	0.0	0.0	0.0	0.0	0.110845333333	0.049588
PGT21_017648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_009155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_000626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_011804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_027248	30.0156276667	8.818582	0.0	5.606293	12.4125306667	12.7620866667	13.8791813333	13.2713916667
PGT21_003986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_014395	18.1003516667	2.65396033333	0.0	0.0	2.19939	2.607565	3.078617	7.24228233333
PGT21_011005	0.091565	0.058554	0.0	0.0	0.0	0.0	0.0	0.0
PGT21_033542	0.163065	0.0857863333333	0.0	0.0	0.0	0.0	0.0	0.0
