PGT21_029125	7.65818666667	2.756991	7.372199	5.64126033333	8.21548966667	6.40309866667	8.969062	12.4608093333	0
PGT21_012373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1160
PGT21_028434	0.0	3.95155266667	0.0	87.8302926667	185.887911	54.7823853333	55.2234273333	137.369591333	930
PGT21_031692	3.47105766667	0.864892333333	1.94507466667	11.2350396667	8.115256	7.66008866667	6.75913033333	5.56101333333	0
PGT21_037004	135.708866333	224.827315	0.0	113.688393667	88.7636323333	105.745883	102.717740333	82.4996416667	-81
PGT21_013988	5.614463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
PGT21_004799	2.07440533333	2.09667533333	0.0	0.437944	3.052225	3.088779	3.23239333333	3.45948133333	0
PGT21_010054	24.3029186667	2.43667066667	10.2893143333	14.9760893333	13.0752173333	15.6756056667	12.6628543333	13.5626713333	0
PGT21_028423	12.940177	2.96776633333	9.36023533333	0.0	1.12367466667	9.79672666667	6.966653	6.92169166667	2535
PGT21_010299	2.55105766667	0.0	0.0	0.0	0.0	0.0	0.207412	0.530783	0
PGT21_026972	4.182901	2.20516733333	0.0	0.0	3.526048	5.11721566667	4.12105033333	4.627638	0
PGT21_001529	477.494596	18.08836	361.527044333	479.854023667	432.410996333	404.986603	372.156578	247.226526333	447
PGT21_016292	0.545039666667	0.0261183333333	0.0	5.63901833333	6.09039666667	2.615366	3.355083	2.44470566667	555
PGT21_019365	6.28997266667	1.159516	9.165469	1.600713	5.748539	9.51888433333	6.19113	8.34358466667	0
PGT21_016978	8.08372766667	4.70320766667	0.0	7.69122	2.74348266667	7.294043	6.40903233333	7.79238466667	0
PGT21_021808	8.15517033333	1.43448733333	14.6025923333	3.194928	3.65924766667	5.659882	6.768071	6.692412	0
PGT21_021256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0
PGT21_029716	0.0222786666667	0.0120993333333	0.0	0.0	0.0	0.194319	0.155404	0.0	-355
PGT21_034688	36.2379543333	3.85092633333	29.1905496667	17.3500573333	20.7895976667	23.000972	21.938136	19.655295	0
